room 2 2020-12-17 23:58:58.355
                BSSID  RSSI
11 04:bd:88:76:f4:22 -85
12 98:e7:f4:45:9b:4a -86
13 04:bd:88:76:f7:22 -90
14 62:45:b7:78:a1:82 -87
15 18:64:72:29:09:c2 -88
16 84:d4:7e:4a:6d:a2 -88
17 04:bd:88:77:08:22 -89
18 62:45:b6:ce:ac:21 -67
19 18:64:72:29:09:c0 -87
20 04:bd:88:76:f5:92 -90
21 04:bd:88:76:f6:e2 -89
22 04:bd:88:77:08:02 -90
23 04:bd:88:76:f4:c2 -91
24 04:bd:88:76:f5:90 -89
25 04:bd:88:76:f5:91 -89
26 84:d4:7e:4a:92:82 -89
27 04:bd:88:76:f6:82 -90
28 12:d0:7a:c5:05:b5 -84
29 04:bd:88:77:07:20 -85
30 04:bd:88:77:08:20 -85
31 04:bd:88:77:07:21 -86
32 04:bd:88:77:08:21 -86

room 3 2020-12-17 23:59:41.496
                BSSID  RSSI
0 04:bd:88:76:f9:f2 -71
1 04:bd:88:76:f9:e2 -63
2 04:bd:88:76:f5:82 -85
3 04:bd:88:76:f9:f0 -71
4 04:bd:88:76:f9:f1 -69
5 04:bd:88:76:f9:e1 -64
6 04:bd:88:76:f9:e0 -64
7 04:bd:88:76:f5:80 -85
8 04:bd:88:76:f5:81 -83
9 04:bd:88:76:f4:22 -89
10 84:d4:7e:4a:6d:a2 -91
11 04:bd:88:77:08:22 -86
12 62:45:b6:ce:ac:21 -67
13 04:bd:88:76:f4:c2 -88
14 84:d4:7e:4a:92:82 -89
15 04:bd:88:76:f6:82 -90
16 12:d0:7a:c5:05:b5 -87
17 04:bd:88:77:07:20 -85
18 04:bd:88:77:08:20 -84
19 04:bd:88:77:07:21 -88
20 04:bd:88:77:08:21 -84
21 04:bd:88:77:07:22 -87
22 84:d4:7e:4a:4b:e2 -89
23 84:d4:7e:4a:d4:a2 -90
24 fe:f5:c4:82:95:d6 -90

room 3 2020-12-17 23:59:45.400
                BSSID  RSSI
0 04:bd:88:76:f9:f2 -71
1 04:bd:88:76:f9:e2 -60
2 04:bd:88:76:f5:82 -88
3 04:bd:88:76:f9:f0 -70
4 04:bd:88:76:f9:f1 -69
5 04:bd:88:76:f9:e1 -61
6 04:bd:88:76:f9:e0 -61
7 04:bd:88:76:f5:80 -85
8 04:bd:88:76:f4:22 -89
9 84:d4:7e:4a:6d:a2 -91
10 04:bd:88:77:08:22 -86
11 04:bd:88:76:f4:c2 -88
12 12:d0:7a:c5:05:b5 -82
13 04:bd:88:77:07:20 -85
14 04:bd:88:77:08:20 -84
15 04:bd:88:77:07:21 -85
16 04:bd:88:77:08:21 -84
17 04:bd:88:77:07:22 -82
18 84:d4:7e:4a:4b:e2 -89
19 84:d4:7e:4a:d4:a2 -90
20 fe:f5:c4:82:95:d6 -90
21 fa:4f:ad:43:5a:cf -86
22 86:2a:fd:60:d4:6f -88
23 70:3a:0e:45:93:02 -89
24 62:45:b7:78:a1:82 -71

room 3 2020-12-17 23:59:49.297
                BSSID  RSSI
0 04:bd:88:76:f9:f2 -72
1 04:bd:88:76:f9:e2 -62
2 04:bd:88:76:f5:82 -83
3 04:bd:88:76:f9:f0 -72
4 04:bd:88:76:f9:f1 -67
5 04:bd:88:76:f9:e1 -62
6 04:bd:88:76:f9:e0 -62
7 84:d4:7e:4a:6d:a2 -89
8 04:bd:88:77:08:22 -83
9 04:bd:88:76:f4:c2 -89
10 12:d0:7a:c5:05:b5 -81
11 04:bd:88:77:07:20 -83
12 04:bd:88:77:08:20 -84
13 04:bd:88:77:07:21 -81
14 04:bd:88:77:07:22 -84
15 84:d4:7e:4a:4b:e2 -90
16 fa:4f:ad:43:5a:cf -88
17 86:2a:fd:60:d4:6f -88
18 70:3a:0e:45:93:02 -89
19 62:45:b7:78:a1:82 -74
20 04:bd:88:76:f6:e2 -86
21 84:d4:7e:4a:d1:e2 -87
22 18:64:72:29:09:c2 -88
23 62:45:b6:ce:ac:21 -65
24 04:bd:88:76:f5:81 -81
25 04:bd:88:76:f6:e0 -83
26 04:bd:88:76:f6:e1 -85
27 84:d4:7e:4a:68:00 -86
28 84:d4:7e:4a:68:01 -87
29 18:64:72:29:09:c1 -87
30 18:64:72:29:09:c0 -89
31 84:d4:7e:4a:d4:a0 -89

room 3 2020-12-17 23:59:53.170
                BSSID  RSSI
0 04:bd:88:76:f9:f2 -63
1 04:bd:88:76:f9:e2 -61
2 04:bd:88:76:f5:82 -77
3 04:bd:88:76:f9:f0 -62
4 04:bd:88:76:f9:f1 -63
5 04:bd:88:76:f9:e1 -59
6 04:bd:88:76:f9:e0 -59
7 84:d4:7e:4a:6d:a2 -88
8 04:bd:88:77:08:22 -83
9 04:bd:88:76:f4:c2 -81
10 12:d0:7a:c5:05:b5 -86
11 04:bd:88:77:07:20 -86
12 04:bd:88:77:08:20 -85
13 04:bd:88:77:07:21 -86
14 04:bd:88:77:07:22 -84
15 84:d4:7e:4a:4b:e2 -90
16 fa:4f:ad:43:5a:cf -88
17 62:45:b7:78:a1:82 -82
18 04:bd:88:76:f6:e2 -90
19 84:d4:7e:4a:d1:e2 -87
20 18:64:72:29:09:c2 -77
21 62:45:b6:ce:ac:21 -64
22 04:bd:88:76:f5:81 -80
23 04:bd:88:76:f6:e0 -83
24 04:bd:88:76:f6:e1 -85
25 84:d4:7e:4a:68:00 -86
26 84:d4:7e:4a:68:01 -87
27 18:64:72:29:09:c1 -87
28 18:64:72:29:09:c0 -89
29 84:d4:7e:4a:d4:a0 -89
30 04:bd:88:76:f4:22 -88
31 04:bd:88:76:f7:22 -88
32 04:bd:88:76:f5:80 -80
33 04:bd:88:77:08:21 -85
34 04:bd:88:76:f4:20 -87

room 3 2020-12-17 23:59:57.090
                BSSID  RSSI
0 04:bd:88:76:f9:f2 -69
1 04:bd:88:76:f9:e2 -60
2 04:bd:88:76:f5:82 -84
3 04:bd:88:76:f9:f0 -69
4 04:bd:88:76:f9:f1 -69
5 04:bd:88:76:f9:e1 -57
6 04:bd:88:76:f9:e0 -57
7 84:d4:7e:4a:6d:a2 -88
8 04:bd:88:76:f4:c2 -81
9 12:d0:7a:c5:05:b5 -86
10 04:bd:88:77:07:20 -84
11 04:bd:88:77:08:20 -85
12 04:bd:88:77:07:21 -84
13 04:bd:88:77:07:22 -81
14 fa:4f:ad:43:5a:cf -87
15 62:45:b7:78:a1:82 -80
16 04:bd:88:76:f6:e2 -90
17 18:64:72:29:09:c2 -77
18 62:45:b6:ce:ac:21 -71
19 04:bd:88:76:f5:81 -85
20 84:d4:7e:4a:68:01 -87
21 04:bd:88:76:f4:22 -79
22 04:bd:88:76:f7:22 -88
23 04:bd:88:76:f5:80 -85
24 04:bd:88:77:08:21 -85
25 04:bd:88:76:f4:20 -86
26 86:2a:fd:60:d4:6f -85
27 70:3a:0e:45:93:02 -90
28 a0:04:60:6c:92:94 -90
29 04:bd:88:76:f4:21 -85
30 fe:f5:c4:82:95:d6 -88

room 3 2020-12-18 00:00:01.020
                BSSID  RSSI
0 04:bd:88:76:f9:f2 -59
1 04:bd:88:76:f9:e2 -55
2 04:bd:88:76:f5:82 -84
3 04:bd:88:76:f9:f0 -59
4 04:bd:88:76:f9:f1 -59
5 04:bd:88:76:f9:e1 -57
6 04:bd:88:76:f9:e0 -57
7 04:bd:88:76:f4:c2 -91
8 04:bd:88:77:07:20 -85
9 04:bd:88:77:07:21 -86
10 04:bd:88:77:07:22 -84
11 fa:4f:ad:43:5a:cf -87
12 62:45:b7:78:a1:82 -80
